LOCATION,SUBJECT,MEASURE,TIME,Value,Temperature
AUS,SOYBEAN,THND_TONNE,1995,44.0,0.413
AUS,SOYBEAN,TONNE_HA,1995,1.833333333,0.413
AUS,SOYBEAN,THND_HA,1995,24.0,0.413
AUS,RICE,TONNE_HA,1996,8.256578947,0.604
AUS,WHEAT,TONNE_HA,1996,2.096300157,0.604
AUS,WHEAT,THND_HA,1996,10935.6,0.604
AUS,RICE,THND_TONNE,1996,1255.0,0.604
AUS,RICE,THND_HA,1996,152.0,0.604
AUS,WHEAT,THND_TONNE,1996,22924.3,0.604
AUS,MAIZE,THND_HA,1996,57.4,0.604
AUS,MAIZE,THND_TONNE,1996,271.8,0.604
AUS,MAIZE,TONNE_HA,1996,4.735191638,0.604
AUS,SOYBEAN,THND_TONNE,1996,74.0,0.604
AUS,SOYBEAN,TONNE_HA,1996,1.897435897,0.604
AUS,SOYBEAN,THND_HA,1996,39.0,0.604
AUS,RICE,TONNE_HA,1997,9.006802721,0.383
AUS,WHEAT,TONNE_HA,1997,1.841522518,0.383
AUS,WHEAT,THND_HA,1997,10440.6,0.383
AUS,RICE,THND_TONNE,1997,1324.0,0.383
AUS,RICE,THND_HA,1997,147.0,0.383
AUS,WHEAT,THND_TONNE,1997,19226.6,0.383
AUS,MAIZE,THND_HA,1997,64.5,0.383
AUS,MAIZE,THND_TONNE,1997,338.2,0.383
AUS,MAIZE,TONNE_HA,1997,5.243410853,0.383
AUS,SOYBEAN,THND_TONNE,1997,54.0,0.383
AUS,SOYBEAN,TONNE_HA,1997,1.6875,0.383
AUS,SOYBEAN,THND_HA,1997,32.0,0.383
AUS,RICE,TONNE_HA,1998,9.202702703,1.092
AUS,WHEAT,TONNE_HA,1998,1.859631796,1.092
AUS,WHEAT,THND_HA,1998,11542.5,1.092
AUS,RICE,THND_TONNE,1998,1362.0,1.092
AUS,RICE,THND_HA,1998,148.0,1.092
AUS,WHEAT,THND_TONNE,1998,21464.8,1.092
AUS,MAIZE,THND_HA,1998,82.3,1.092
AUS,MAIZE,THND_TONNE,1998,406.0,1.092
AUS,MAIZE,TONNE_HA,1998,4.933171324,1.092
AUS,SOYBEAN,THND_TONNE,1998,109.0,1.092
AUS,SOYBEAN,TONNE_HA,1998,2.270833333,1.092
AUS,SOYBEAN,THND_HA,1998,48.0,1.092
AUS,RICE,TONNE_HA,1999,8.27480916,0.58
AUS,WHEAT,TONNE_HA,1999,2.03471543,0.58
AUS,WHEAT,THND_HA,1999,12167.5,0.58
AUS,RICE,THND_TONNE,1999,1084.0,0.58
AUS,RICE,THND_HA,1999,131.0,0.58
AUS,WHEAT,THND_TONNE,1999,24757.4,0.58
AUS,MAIZE,THND_HA,1999,74.2,0.58
AUS,MAIZE,THND_TONNE,1999,344.9,0.58
AUS,MAIZE,TONNE_HA,1999,4.648247978,0.58
AUS,SOYBEAN,THND_TONNE,1999,105.0,0.58
AUS,SOYBEAN,TONNE_HA,1999,1.981132075,0.58
AUS,SOYBEAN,THND_HA,1999,53.0,0.58
AUS,RICE,TONNE_HA,2000,9.282485876,0.148
AUS,WHEAT,TONNE_HA,2000,1.820885565,0.148
AUS,WHEAT,THND_HA,2000,12141.4,0.148
AUS,RICE,THND_TONNE,2000,1643.0,0.148
AUS,RICE,THND_HA,2000,177.0,0.148
AUS,WHEAT,THND_TONNE,2000,22108.1,0.148
AUS,MAIZE,THND_HA,2000,82.6,0.148
AUS,MAIZE,THND_TONNE,2000,453.9,0.148
AUS,MAIZE,TONNE_HA,2000,5.495157385,0.148
AUS,SOYBEAN,THND_TONNE,2000,49.0,0.148
AUS,SOYBEAN,TONNE_HA,2000,1.484848485,0.148
AUS,SOYBEAN,THND_HA,2000,33.0,0.148
AUS,RICE,TONNE_HA,2001,8.277777778,0.336
AUS,WHEAT,TONNE_HA,2001,2.107631059,0.336
AUS,WHEAT,THND_HA,2001,11529.2,0.336
AUS,RICE,THND_TONNE,2001,1192.0,0.336
AUS,RICE,THND_HA,2001,144.0,0.336
AUS,WHEAT,THND_TONNE,2001,24299.3,0.336
AUS,MAIZE,THND_HA,2001,49.6,0.336
AUS,MAIZE,THND_TONNE,2001,310.0,0.336
AUS,MAIZE,TONNE_HA,2001,6.25,0.336
AUS,SOYBEAN,THND_TONNE,2001,63.0,0.336
AUS,SOYBEAN,TONNE_HA,2001,1.909090909,0.336
AUS,SOYBEAN,THND_HA,2001,33.0,0.336
AUS,RICE,TONNE_HA,2002,9.319148936,0.736
AUS,WHEAT,TONNE_HA,2002,0.907039202,0.736
AUS,WHEAT,THND_HA,2002,11170.3,0.736
AUS,RICE,THND_TONNE,2002,438.0,0.736
AUS,RICE,THND_HA,2002,47.0,0.736
AUS,WHEAT,THND_TONNE,2002,10131.9,0.736
AUS,MAIZE,THND_HA,2002,70.1,0.736
AUS,MAIZE,THND_TONNE,2002,395.0,0.736
AUS,MAIZE,TONNE_HA,2002,5.634807418,0.736
AUS,SOYBEAN,THND_TONNE,2002,18.0,0.736
AUS,SOYBEAN,TONNE_HA,2002,1.8,0.736
AUS,SOYBEAN,THND_HA,2002,10.0,0.736
AUS,RICE,TONNE_HA,2003,8.378787879,0.835
AUS,WHEAT,TONNE_HA,2003,1.999823985,0.835
AUS,WHEAT,THND_HA,2003,13067.1,0.835
AUS,RICE,THND_TONNE,2003,553.0,0.835
AUS,RICE,THND_HA,2003,66.0,0.835
AUS,WHEAT,THND_TONNE,2003,26131.9,0.835
AUS,MAIZE,THND_HA,2003,72.4,0.835
AUS,MAIZE,THND_TONNE,2003,419.7,0.835
AUS,MAIZE,TONNE_HA,2003,5.796961326,0.835
AUS,SOYBEAN,THND_TONNE,2003,74.0,0.835
AUS,SOYBEAN,TONNE_HA,2003,2.242424242,0.835
AUS,SOYBEAN,THND_HA,2003,33.0,0.835
AUS,RICE,TONNE_HA,2004,6.647058824,0.723
AUS,WHEAT,TONNE_HA,2004,1.634782154,0.723
AUS,WHEAT,THND_HA,2004,13399.4,0.723
AUS,RICE,THND_TONNE,2004,339.0,0.723
AUS,RICE,THND_HA,2004,51.0,0.723
AUS,WHEAT,THND_TONNE,2004,21905.1,0.723
AUS,MAIZE,THND_HA,2004,67.2,0.723
AUS,MAIZE,THND_TONNE,2004,362.00027,0.723
AUS,MAIZE,TONNE_HA,2004,5.38690878,0.723
AUS,SOYBEAN,THND_TONNE,2004,54.0,0.723
AUS,SOYBEAN,TONNE_HA,2004,2.076923077,0.723
AUS,SOYBEAN,THND_HA,2004,26.0,0.723
AUS,RICE,TONNE_HA,2005,9.833333333,1.211
AUS,WHEAT,TONNE_HA,2005,2.021297628,1.211
AUS,WHEAT,THND_HA,2005,12442.7,1.211
AUS,RICE,THND_TONNE,2005,1003.0,1.211
AUS,RICE,THND_HA,2005,102.0,1.211
AUS,WHEAT,THND_TONNE,2005,25150.4,1.211
AUS,MAIZE,THND_HA,2005,48.9,1.211
AUS,MAIZE,THND_TONNE,2005,239.9,1.211
AUS,MAIZE,TONNE_HA,2005,4.90593047,1.211
AUS,SOYBEAN,THND_TONNE,2005,56.0,1.211
AUS,SOYBEAN,TONNE_HA,2005,2.333333333,1.211
AUS,SOYBEAN,THND_HA,2005,24.0,1.211
AUS,RICE,TONNE_HA,2006,8.15,0.721
AUS,WHEAT,TONNE_HA,2006,0.917247985,0.721
AUS,WHEAT,THND_HA,2006,11797.9,0.721
AUS,RICE,THND_TONNE,2006,163.0,0.721
AUS,RICE,THND_HA,2006,20.0,0.721
AUS,WHEAT,THND_TONNE,2006,10821.6,0.721
AUS,MAIZE,THND_HA,2006,68.0,0.721
AUS,MAIZE,THND_TONNE,2006,387.0,0.721
AUS,MAIZE,TONNE_HA,2006,5.691176471,0.721
AUS,SOYBEAN,THND_TONNE,2006,32.0,0.721
AUS,SOYBEAN,TONNE_HA,2006,2.285714286,0.721
AUS,SOYBEAN,THND_HA,2006,14.0,0.721
AUS,RICE,TONNE_HA,2007,8.500965251,0.929
AUS,WHEAT,TONNE_HA,2007,1.078794432,0.929
AUS,WHEAT,THND_HA,2007,12578.3,0.929
AUS,RICE,THND_TONNE,2007,17.614,0.929
AUS,RICE,THND_HA,2007,2.072,0.929
AUS,WHEAT,THND_TONNE,2007,13569.4,0.929
AUS,MAIZE,THND_HA,2007,64.6,0.929
AUS,MAIZE,THND_TONNE,2007,375.7,0.929
AUS,MAIZE,TONNE_HA,2007,5.815789474,0.929
AUS,SOYBEAN,THND_TONNE,2007,35.0,0.929
AUS,SOYBEAN,TONNE_HA,2007,2.333333333,0.929
AUS,SOYBEAN,THND_HA,2007,15.0,0.929
AUS,RICE,TONNE_HA,2008,8.460939672,0.625
AUS,WHEAT,TONNE_HA,2008,1.583139939,0.625
AUS,WHEAT,THND_HA,2008,13530.2,0.625
AUS,RICE,THND_TONNE,2008,60.868,0.625
AUS,RICE,THND_HA,2008,7.194,0.625
AUS,WHEAT,THND_TONNE,2008,21420.2,0.625
AUS,MAIZE,THND_HA,2008,58.95059457,0.625
AUS,MAIZE,THND_TONNE,2008,328.02854,0.625
AUS,MAIZE,TONNE_HA,2008,5.564465336,0.625
AUS,SOYBEAN,THND_TONNE,2008,80.0,0.625
AUS,SOYBEAN,TONNE_HA,2008,1.904761905,0.625
AUS,SOYBEAN,THND_HA,2008,42.0,0.625
AUS,RICE,TONNE_HA,2009,10.38957266,1.03
AUS,WHEAT,TONNE_HA,2009,1.572942151,1.03
AUS,WHEAT,THND_HA,2009,13881.0,1.03
AUS,RICE,THND_TONNE,2009,196.685,1.03
AUS,RICE,THND_HA,2009,18.931,1.03
AUS,WHEAT,THND_TONNE,2009,21834.01,1.03
AUS,MAIZE,THND_HA,2009,62.196,1.03
AUS,MAIZE,THND_TONNE,2009,356.943,1.03
AUS,MAIZE,TONNE_HA,2009,5.739002508,1.03
AUS,SOYBEAN,THND_TONNE,2009,60.0,1.03
AUS,SOYBEAN,TONNE_HA,2009,1.935483871,1.03
AUS,SOYBEAN,THND_HA,2009,31.0,1.03
AUS,RICE,TONNE_HA,2010,9.544132589,0.673
AUS,WHEAT,TONNE_HA,2010,2.030107097,0.673
AUS,WHEAT,THND_HA,2010,13501.8,0.673
AUS,RICE,THND_TONNE,2010,723.283,0.673
AUS,RICE,THND_HA,2010,75.783,0.673
AUS,WHEAT,THND_TONNE,2010,27410.1,0.673
AUS,MAIZE,THND_HA,2010,69.684,0.673
AUS,MAIZE,THND_TONNE,2010,450.535,0.673
AUS,MAIZE,TONNE_HA,2010,6.465400953,0.673
AUS,SOYBEAN,THND_TONNE,2010,30.0,0.673
AUS,SOYBEAN,TONNE_HA,2010,1.764705882,0.673
AUS,SOYBEAN,THND_HA,2010,17.0,0.673
AUS,RICE,TONNE_HA,2011,8.90979004,0.208
AUS,WHEAT,TONNE_HA,2011,2.151108319,0.208
AUS,WHEAT,THND_HA,2011,13902.14,0.208
AUS,RICE,THND_TONNE,2011,918.733,0.208
AUS,RICE,THND_HA,2011,103.115,0.208
AUS,WHEAT,THND_TONNE,2011,29905.009,0.208
AUS,MAIZE,THND_HA,2011,78.0,0.208
AUS,MAIZE,THND_TONNE,2011,505.89713,0.208
AUS,MAIZE,TONNE_HA,2011,6.485860641,0.208
AUS,SOYBEAN,THND_TONNE,2011,86.0,0.208
AUS,SOYBEAN,TONNE_HA,2011,2.263157895,0.208
AUS,SOYBEAN,THND_HA,2011,38.0,0.208
AUS,RICE,TONNE_HA,2012,10.27535743,0.308
AUS,WHEAT,TONNE_HA,2012,1.760921489,0.308
AUS,WHEAT,THND_HA,2012,12979.0,0.308
AUS,RICE,THND_TONNE,2012,1161.11539,0.308
AUS,RICE,THND_HA,2012,113.0,0.308
AUS,WHEAT,THND_TONNE,2012,22855.0,0.308
AUS,MAIZE,THND_HA,2012,52.25937,0.308
AUS,MAIZE,THND_TONNE,2012,389.53235,0.308
AUS,MAIZE,TONNE_HA,2012,7.453827897,0.308
AUS,SOYBEAN,THND_TONNE,2012,92.0,0.308
AUS,SOYBEAN,TONNE_HA,2012,2.243902439,0.308
AUS,SOYBEAN,THND_HA,2012,41.0,0.308
AUS,RICE,TONNE_HA,2013,10.93928949,1.499
AUS,WHEAT,TONNE_HA,2013,2.006071795,1.499
AUS,WHEAT,THND_HA,2013,12613.22598,1.499
AUS,RICE,THND_TONNE,2013,819.27577,1.499
AUS,RICE,THND_HA,2013,74.89296,1.499
AUS,WHEAT,THND_TONNE,2013,25303.03688,1.499
AUS,MAIZE,THND_HA,2013,67.42502,1.499
AUS,MAIZE,THND_TONNE,2013,388.8219297,1.499
AUS,MAIZE,TONNE_HA,2013,5.766730654,1.499
AUS,SOYBEAN,THND_TONNE,2013,62.0,1.499
AUS,SOYBEAN,TONNE_HA,2013,2.0,1.499
AUS,SOYBEAN,THND_HA,2013,31.0,1.499
AUS,RICE,TONNE_HA,2014,7.28364,1.198
AUS,WHEAT,TONNE_HA,2014,1.713658537,1.198
AUS,WHEAT,THND_HA,2014,13810.176,1.198
AUS,RICE,THND_TONNE,2014,546.273,1.198
AUS,RICE,THND_HA,2014,75.0,1.198
AUS,WHEAT,THND_TONNE,2014,23665.926,1.198
AUS,MAIZE,THND_HA,2014,65.73753914,1.198
AUS,MAIZE,THND_TONNE,2014,373.901895,1.198
AUS,MAIZE,TONNE_HA,2014,5.687798781,1.198
AUS,SOYBEAN,THND_TONNE,2014,54.0,1.198
AUS,SOYBEAN,TONNE_HA,2014,2.0,1.198
AUS,SOYBEAN,THND_HA,2014,27.0,1.198
AUS,RICE,TONNE_HA,2015,9.39044191,1.087
AUS,WHEAT,TONNE_HA,2015,1.738671935,1.087
AUS,WHEAT,THND_HA,2015,13793.176,1.087
AUS,RICE,THND_TONNE,2015,715.4989971,1.087
AUS,RICE,THND_HA,2015,76.19439042,1.087
AUS,WHEAT,THND_TONNE,2015,23981.808,1.087
AUS,MAIZE,THND_HA,2015,66.0,1.087
AUS,MAIZE,THND_TONNE,2015,383.2202014,1.087
AUS,MAIZE,TONNE_HA,2015,5.806366688,1.087
AUS,SOYBEAN,THND_TONNE,2015,72.0,1.087
AUS,SOYBEAN,TONNE_HA,2015,2.057142857,1.087
AUS,SOYBEAN,THND_HA,2015,35.0,1.087
AUS,RICE,TONNE_HA,2016,9.459926654,1.172
AUS,WHEAT,TONNE_HA,2016,1.793225558,1.172
AUS,WHEAT,THND_HA,2016,13890.12845,1.172
AUS,RICE,THND_TONNE,2016,732.0921905,1.172
AUS,RICE,THND_HA,2016,77.38878083,1.172
AUS,WHEAT,THND_TONNE,2016,24908.13334,1.172
AUS,MAIZE,THND_HA,2016,66.0,1.172
AUS,MAIZE,THND_TONNE,2016,385.9027428,1.172
AUS,MAIZE,TONNE_HA,2016,5.847011255,1.172
AUS,SOYBEAN,THND_TONNE,2016,78.57269466,1.172
AUS,SOYBEAN,TONNE_HA,2016,2.077142857,1.172
AUS,SOYBEAN,THND_HA,2016,37.82729454,1.172
AUS,RICE,TONNE_HA,2017,9.530164843,1.141
AUS,WHEAT,TONNE_HA,2017,1.821027181,1.141
AUS,WHEAT,THND_HA,2017,14055.8801,1.141
AUS,RICE,THND_TONNE,2017,750.4415256,1.141
AUS,RICE,THND_HA,2017,78.74381377,1.141
AUS,WHEAT,THND_TONNE,2017,25596.13971,1.141
AUS,MAIZE,THND_HA,2017,67.19206838,1.141
AUS,MAIZE,THND_TONNE,2017,395.6228895,1.141
AUS,MAIZE,TONNE_HA,2017,5.887940333,1.141
AUS,SOYBEAN,THND_TONNE,2017,82.27159048,1.141
AUS,SOYBEAN,TONNE_HA,2017,2.097142857,1.141
AUS,SOYBEAN,THND_HA,2017,39.23032243,1.141
AUS,RICE,TONNE_HA,2018,9.600335148,1.129
AUS,WHEAT,TONNE_HA,2018,1.840572948,1.129
AUS,WHEAT,THND_HA,2018,14199.45899,1.129
AUS,RICE,THND_TONNE,2018,769.6870188,1.129
AUS,RICE,THND_HA,2018,80.1729322,1.129
AUS,WHEAT,THND_TONNE,2018,26135.14009,1.129
AUS,MAIZE,THND_HA,2018,67.81952616,1.129
AUS,MAIZE,THND_TONNE,2018,402.1125447,1.129
AUS,MAIZE,TONNE_HA,2018,5.929155916,1.129
AUS,SOYBEAN,THND_TONNE,2018,84.23022535,1.129
AUS,SOYBEAN,TONNE_HA,2018,2.117142857,1.129
AUS,SOYBEAN,THND_HA,2018,39.78485678,1.129
AUS,RICE,TONNE_HA,2019,9.66933201,1.422
AUS,WHEAT,TONNE_HA,2019,1.85373912,1.422
AUS,WHEAT,THND_HA,2019,14196.84687,1.422
AUS,RICE,THND_TONNE,2019,787.3032343,1.422
AUS,RICE,THND_HA,2019,81.42271188,1.422
AUS,WHEAT,THND_TONNE,2019,26317.25042,1.422
AUS,MAIZE,THND_HA,2019,67.76040311,1.422
AUS,MAIZE,THND_TONNE,2019,404.5743289,1.422
AUS,MAIZE,TONNE_HA,2019,5.970660007,1.422
AUS,SOYBEAN,THND_TONNE,2019,86.16730154,1.422
AUS,SOYBEAN,TONNE_HA,2019,2.137142857,1.422
AUS,SOYBEAN,THND_HA,2019,40.31892452,1.422
AUS,RICE,TONNE_HA,2020,9.737661608,1.416
AUS,WHEAT,TONNE_HA,2020,1.868587536,1.416
AUS,WHEAT,THND_HA,2020,14110.18352,1.416
AUS,RICE,THND_TONNE,2020,802.150696,1.416
AUS,RICE,THND_HA,2020,82.37611126,1.416
AUS,WHEAT,THND_TONNE,2020,26366.11305,1.416
AUS,MAIZE,THND_HA,2020,67.6762638,1.416
AUS,MAIZE,THND_TONNE,2020,410.4937623,1.416
AUS,MAIZE,TONNE_HA,2020,6.065550006,1.416
AUS,SOYBEAN,THND_TONNE,2020,88.11875019,1.416
AUS,SOYBEAN,TONNE_HA,2020,2.157142857,1.416
AUS,SOYBEAN,THND_HA,2020,40.84975174,1.416
AUS,RICE,TONNE_HA,2021,9.806622979,0.629
AUS,WHEAT,TONNE_HA,2021,1.882219973,0.629
AUS,WHEAT,THND_HA,2021,13982.40351,0.629
AUS,RICE,THND_TONNE,2021,816.5709781,0.629
AUS,RICE,THND_HA,2021,83.26729597,0.629
AUS,WHEAT,THND_TONNE,2021,26317.95915,0.629
AUS,MAIZE,THND_HA,2021,67.73085686,0.629
AUS,MAIZE,THND_TONNE,2021,417.2518801,0.629
AUS,MAIZE,TONNE_HA,2021,6.160440005,0.629
AUS,SOYBEAN,THND_TONNE,2021,90.0606172,0.629
AUS,SOYBEAN,TONNE_HA,2021,2.177142857,0.629
AUS,SOYBEAN,THND_HA,2021,41.36642522,0.629
AUS,RICE,TONNE_HA,2022,9.876412759,0.754
AUS,WHEAT,TONNE_HA,2022,1.8968633,0.754
AUS,WHEAT,THND_HA,2022,13866.68591,0.754
AUS,RICE,THND_TONNE,2022,833.1509446,0.754
AUS,RICE,THND_HA,2022,84.35764734,0.754
AUS,WHEAT,THND_TONNE,2022,26303.20759,0.754
AUS,MAIZE,THND_HA,2022,67.66877735,0.754
AUS,MAIZE,THND_TONNE,2022,423.2905333,0.754
AUS,MAIZE,TONNE_HA,2022,6.255330004,0.754
AUS,SOYBEAN,THND_TONNE,2022,92.00887197,0.754
AUS,SOYBEAN,TONNE_HA,2022,2.197142857,0.754
AUS,SOYBEAN,THND_HA,2022,41.87659973,0.754
CAN,RICE,TONNE_HA,1990,0.0,0.078
CAN,WHEAT,TONNE_HA,1990,2.276878879,0.078
CAN,RICE,THND_TONNE,1990,0.0,0.078
CAN,RICE,THND_HA,1990,0.0,0.078
CAN,WHEAT,THND_HA,1990,14097.5,0.078
CAN,WHEAT,THND_TONNE,1990,32098.3,0.078
CAN,SOYBEAN,THND_TONNE,1990,1262.1,0.078
CAN,MAIZE,TONNE_HA,1990,6.862109147,0.078
CAN,MAIZE,THND_HA,1990,1029.8,0.078
CAN,MAIZE,THND_TONNE,1990,7066.6,0.078
CAN,SOYBEAN,THND_HA,1990,483.6,0.078
CAN,SOYBEAN,TONNE_HA,1990,2.609801489,0.078
CAN,RICE,TONNE_HA,1991,0.0,0.336
CAN,WHEAT,TONNE_HA,1991,2.255903407,0.336
CAN,RICE,THND_TONNE,1991,0.0,0.336
CAN,RICE,THND_HA,1991,0.0,0.336
CAN,WHEAT,THND_HA,1991,14160.89,0.336
CAN,WHEAT,THND_TONNE,1991,31945.6,0.336
CAN,SOYBEAN,THND_TONNE,1991,1459.9,0.336
CAN,MAIZE,TONNE_HA,1991,6.709334868,0.336
CAN,MAIZE,THND_HA,1991,1104.804,0.336
CAN,MAIZE,THND_TONNE,1991,7412.5,0.336
CAN,SOYBEAN,THND_HA,1991,597.877,0.336
CAN,SOYBEAN,TONNE_HA,1991,2.441806592,0.336
CAN,RICE,TONNE_HA,1992,0.0,0.1
CAN,WHEAT,TONNE_HA,1992,2.160365012,0.1
CAN,RICE,THND_TONNE,1992,0.0,0.1
CAN,RICE,THND_HA,1992,0.0,0.1
CAN,WHEAT,THND_HA,1992,13829.7,0.1
CAN,WHEAT,THND_TONNE,1992,29877.2,0.1
CAN,SOYBEAN,THND_TONNE,1992,1453.3,0.1
CAN,MAIZE,TONNE_HA,1992,5.692666433,0.1
CAN,MAIZE,THND_HA,1992,857.7,0.1
CAN,MAIZE,THND_TONNE,1992,4882.6,0.1
CAN,SOYBEAN,THND_HA,1992,621.9,0.1
CAN,SOYBEAN,TONNE_HA,1992,2.33687088,0.1
CAN,RICE,TONNE_HA,1993,0.0,0.342
CAN,WHEAT,TONNE_HA,1993,2.200126064,0.342
CAN,RICE,THND_TONNE,1993,0.0,0.342
CAN,RICE,THND_HA,1993,0.0,0.342
CAN,WHEAT,THND_HA,1993,12374.7,0.342
CAN,WHEAT,THND_TONNE,1993,27225.9,0.342
CAN,SOYBEAN,THND_TONNE,1993,1944.9,0.342
CAN,MAIZE,TONNE_HA,1993,6.673120616,0.342
CAN,MAIZE,THND_HA,1993,1012.3,0.342
CAN,MAIZE,THND_TONNE,1993,6755.2,0.342
CAN,SOYBEAN,THND_HA,1993,747.9,0.342
CAN,SOYBEAN,TONNE_HA,1993,2.600481348,0.342
CAN,RICE,TONNE_HA,1994,0.0,0.467
CAN,WHEAT,TONNE_HA,1994,2.127415672,0.467
CAN,RICE,THND_TONNE,1994,0.0,0.467
CAN,RICE,THND_HA,1994,0.0,0.467
CAN,WHEAT,THND_HA,1994,10773.4,0.467
CAN,WHEAT,THND_TONNE,1994,22919.5,0.467
CAN,SOYBEAN,THND_TONNE,1994,2253.7,0.467
CAN,MAIZE,TONNE_HA,1994,7.387895602,0.467
CAN,MAIZE,THND_HA,1994,973.2,0.467
CAN,MAIZE,THND_TONNE,1994,7189.9,0.467
CAN,SOYBEAN,THND_HA,1994,821.1,0.467
CAN,SOYBEAN,TONNE_HA,1994,2.744732676,0.467
CAN,RICE,TONNE_HA,1995,0.0,0.938
CAN,WHEAT,TONNE_HA,1995,2.246702689,0.938
CAN,RICE,THND_TONNE,1995,0.0,0.938
CAN,RICE,THND_HA,1995,0.0,0.938
CAN,WHEAT,THND_HA,1995,11122.7,0.938
CAN,WHEAT,THND_TONNE,1995,24989.4,0.938
CAN,SOYBEAN,THND_TONNE,1995,2297.5,0.938
CAN,MAIZE,TONNE_HA,1995,7.25550573,0.938
CAN,MAIZE,THND_HA,1995,1003.5,0.938
CAN,MAIZE,THND_TONNE,1995,7280.9,0.938
CAN,SOYBEAN,THND_HA,1995,824.1,0.938
CAN,SOYBEAN,TONNE_HA,1995,2.787889819,0.938
CAN,RICE,TONNE_HA,1996,0.0,-0.125
CAN,WHEAT,TONNE_HA,1996,2.430287462,-0.125
CAN,RICE,THND_TONNE,1996,0.0,-0.125
CAN,RICE,THND_HA,1996,0.0,-0.125
CAN,WHEAT,THND_HA,1996,12262.5,-0.125
